seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	V10	V11	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	SYMBOL
chr17	81100829	81101228	400	*	401	*	6.61567228292603	5.25983402541917	7.47356546357717	-1.68564769729281	1.93209982584439e-07	5.33766728137335e-05	Distal Intergenic	17	81041949	81052591	10643	1	284207	uc002kgi.3	58880	METRNL
chr15	69959335	69959734	400	*	401	*	4.43443715133439	2.57922473409535	5.40882748325491	-1.91399087118533	2.43452774271965e-07	6.33005854609964e-05	Distal Intergenic	15	69854059	69863779	9721	1	145837	uc002ash.1	105276	DRAIC
chr7	191988	192387	400	*	401	*	6.57541624365975	5.4823915788132	7.3479747440405	-1.50767521942027	2.48973716247409e-07	6.34532733145141e-05	Promoter	7	192969	300740	107772	1	56975	uc003sip.3	-582	FAM20C
chr5	179588403	179588802	400	*	401	*	4.59334367773303	2.78240331793009	5.559276819418	-1.90357883979182	2.49782126526525e-07	6.34532733145141e-05	Intron (uc003mlr.3/255426, intron 1 of 13)	5	179527795	179565349	37555	2	255426	uc003mlq.3	-23054	RASGEF1C
chr22	41777940	41778339	400	*	401	*	6.68916805980621	5.75838446947129	7.3974896957848	-1.39352203911943	2.64945847137846e-07	6.65405473590174e-05	Promoter	22	41777933	41795332	17400	1	7008	uc011apa.3	7	TEF
chr6	42420533	42420932	400	*	401	*	4.70974670480669	3.20075472971765	5.60881235163065	-1.73849284250683	6.76395687986539e-07	0.000138416862038801	Promoter	6	42237237	42419865	182629	2	55809	uc010jxu.1	-668	TRERF1
chr11	68518598	68518997	400	*	401	*	6.47639852238973	5.18523523441683	7.31515249888178	-1.59116693676617	7.00990362950219e-07	0.000140961094750208	Promoter	11	68474908	68518988	44081	2	9633	uc001ooc.3	0	TESMIN
chr9	35829151	35829550	400	*	401	*	7.29391120907998	6.11201005121933	8.09766697030347	-1.53086811727291	7.98694321419943e-07	0.000155338717157214	Promoter	9	35829222	35847232	18011	1	51754	uc003zyk.3	0	TMEM8B
chr19	18528523	18528922	400	*	401	*	6.38162799495359	5.24403622243903	7.1701548529594	-1.52094378547249	8.20572150519608e-07	0.000155816928999727	Distal Intergenic	19	18530146	18542880	12735	1	170463	uc010ebp.3	-1224	SSBP4
chr11	2905552	2905951	400	*	401	*	5.80873348791127	4.41958420962887	6.67606080599613	-1.64649940313048	8.24875828829827e-07	0.000155816928999727	Exon (uc001lwr.4/1028, exon 1 of 3)	11	2904448	2906995	2548	2	1028	uc001lwr.4	1044	CDKN1C
chr2	241499788	241500187	400	*	401	*	7.32291008799203	6.52479426160005	7.97048583491173	-1.24010263528814	8.58212084577583e-07	0.000160740214247874	Promoter	2	241418839	241500275	81437	2	51281	uc002vzd.1	88	ANKMY1
chr5	473429	473828	400	*	401	*	5.76814700472201	4.59864947209096	6.56770280403584	-1.56375282097351	8.7587076557047e-07	0.000161313498248941	Promoter	5	470931	473080	2150	2	25845	uc031sim.1	-349	SLC9A3-OT1
chr1	40254428	40254827	400	*	401	*	5.9638726753248	4.63711172177517	6.81329843642514	-1.63844946595827	8.95575621207001e-07	0.000163579477721454	Promoter	1	40223903	40254533	30631	2	656	uc001cdz.1	0	BMP8B
chr8	145115296	145115695	400	*	401	*	5.5440782531066	4.25130092987289	6.38332355124984	-1.62429180188366	9.55578751816673e-07	0.000168953967951202	Promoter	8	145106167	145115584	9418	2	26873	uc003zar.3	0	OPLAH
chr21	45720061	45720460	400	*	401	*	7.04258632393673	5.81563001067904	7.86119935277224	-1.51589095411923	1.24764944965794e-06	0.000215297436923175	Promoter	21	45719925	45747261	27337	1	5211	uc002zel.3	136	PFKL
chr17	72733032	72733431	400	*	401	*	4.64505397255993	3.25721429284952	5.51201564369681	-1.67369752278732	1.25665668354778e-06	0.000215297436923175	Promoter	17	72733356	72743474	10119	1	326624	uc002jlk.3	0	RAB37
chr22	45705849	45706248	400	*	401	*	6.77879077821038	5.75987230852211	7.52325483916917	-1.41690021048198	1.50178087276333e-06	0.000244050434330459	Promoter	22	45705785	45737836	32052	1	55007	uc003bga.4	64	FAM118A
chr17	80455071	80455470	400	*	401	*	4.78152934142735	3.42096952806879	5.64077680678915	-1.62605494485876	1.83383837135454e-06	0.000285420153840187	Distal Intergenic	17	80477594	80554067	76474	1	3607	uc002kfm.1	-22124	FOXK2
chr4	1857299	1857698	400	*	401	*	5.10784093137703	3.95616782833007	5.90127580887605	-1.51601524143909	1.96987888143396e-06	0.00030233536915675	Promoter	4	1813206	1857974	44769	2	3954	uc003gdv.3	276	LETM1
chr19	13209042	13209441	400	*	401	*	6.21136419328354	5.05450407112053	7.00659079242262	-1.49785958102054	2.04002284319986e-06	0.000304638816605136	3' UTR	19	13209842	13213974	4133	2	4066	uc002mwi.3	4533	LYL1
chr4	175507856	175508255	400	*	401	*	3.08535930152462	0.347178849331912	4.17858254642472	-1.82173409739291	2.14140282610369e-06	0.000317631837984683	Distal Intergenic	4	175411328	175444049	32722	2	3248	uc011ckg.2	-63807	HPGD
chr7	100201931	100202330	400	*	401	*	5.98015340249189	4.72212203835893	6.80866138576401	-1.55236420033392	2.25664499335881e-06	0.000320440149002595	Promoter	7	100187024	100201661	14638	2	100129845	uc011kjy.2	-270	PCOLCE-AS1
chr22	46933536	46933935	400	*	401	*	5.26251823289353	3.79872085247313	6.15000438521159	-1.63340034867086	2.92226660656536e-06	0.000385607021111896	Promoter	22	46756731	46933067	176337	2	9620	uc003bhw.1	-469	CELSR1
chr19	2841451	2841850	400	*	401	*	6.10040074925483	5.0276572629483	6.86546688586004	-1.41309159451153	2.93117865919182e-06	0.000385607021111896	Promoter	19	2841433	2860472	19040	1	148254	uc002lwo.3	18	ZNF555
chr15	101099102	101099501	400	*	401	*	4.82085473324164	2.80968611447638	5.82270779252342	-1.75523059715313	3.25705612136635e-06	0.00041609362623305	Promoter	15	101087957	101099488	11532	2	441733	uc031qul.1	0	PRKXP1
chr3	48470682	48471081	400	*	401	*	6.09099809587996	4.98046265657991	6.86991075241493	-1.447566048961	3.39607791370136e-06	0.000428895531261222	Promoter	3	48445261	48470872	25612	2	5364	uc003csw.2	0	PLXNB1
chr1	23830609	23831008	400	*	401	*	3.2989512690954	0.825540494480971	4.36469365022723	-1.7748064532098	3.58109022683987e-06	0.000443897589304693	Distal Intergenic	1	23768994	23811057	42064	2	55616	uc001bhc.1	-19552	ASAP3
chr16	85061329	85061728	400	*	401	*	7.16951439285205	6.2155487157652	7.88764693943851	-1.31317229325622	3.59520693568346e-06	0.000443897589304693	Promoter	16	85061375	85127828	66454	1	9764	uc010voj.2	0	KIAA0513
chr17	76124134	76124533	400	*	401	*	5.77984576637849	4.55605762209616	6.59743408630432	-1.51433573829452	3.65021828203569e-06	0.000448185968062615	Promoter	17	76108999	76124853	15855	2	11322	uc010dhf.1	320	TMC6
chr7	148788192	148788591	400	*	401	*	6.44584363576679	5.5491049137557	7.13934234168731	-1.30651769450945	3.761419780855e-06	0.000459288058434675	Promoter	7	148766733	148787869	21137	2	136051	uc011kuk.1	-323	ZNF786
chr17	77771115	77771514	400	*	401	*	6.86199760177186	6.08465740994754	7.49929381038135	-1.2146398305984	4.02557725612525e-06	0.000483528711617522	Promoter	17	77768176	77770915	2740	2	57332	uc002jxd.2	-200	CBX8
chr9	132597751	132598150	400	*	401	*	6.34089077709331	5.32418893076859	7.08448334395145	-1.38765285161877	4.18262309683059e-06	0.000494332369321138	Promoter	9	132597696	132644117	46422	1	10868	uc004byt.2	55	USP20
chr5	343727	344126	400	*	401	*	4.37544979075458	2.6245611137372	5.3294041280345	-1.72695221577106	4.21354606986987e-06	0.000495338200479756	5' UTR	5	322702	438405	115704	1	57491	uc010isz.3	21025	AHRR
chr9	130159682	130160081	400	*	401	*	5.38053870003391	4.11618142788248	6.21102684568155	-1.53821527799143	5.09522999523788e-06	0.000584238863669517	Promoter	9	130159417	130170170	10754	1	29988	uc031tfd.1	265	SLC2A8
chr3	169755717	169756116	400	*	401	*	6.29991384100662	5.44622294238065	6.9739318242708	-1.25469397900182	5.15481554751169e-06	0.000584238863669517	Promoter	3	169755735	169803183	47449	1	26996	uc003fgi.3	0	GPR160
chr17	29248955	29249354	400	*	401	*	5.88733076877542	4.70948412530428	6.68971895383856	-1.47101299339419	5.55973841384423e-06	0.00062373491717955	Promoter	17	29248754	29286211	37458	1	55803	uc010csl.3	201	ADAP2
chr11	819678	820077	400	*	401	*	7.2040988649685	6.46279772103238	7.82302708972376	-1.15239052914481	5.91502103109297e-06	0.000656924019136611	Promoter	11	818901	825571	6671	1	57104	uc001lrt.3	777	PNPLA2
chr19	1912674	1913073	400	*	401	*	3.52327136647666	1.40492153783332	4.54208574183243	-1.72496280577031	6.02209594550383e-06	0.0006654717124579	Exon (uc002luh.4/113179, exon 2 of 2)	19	1905371	1913446	8076	1	113179	uc002luh.4	7303	ADAT3
chr4	2936325	2936724	400	*	401	*	6.84811030862056	5.77714323577609	7.61251329154489	-1.3866562799857	6.57935893203011e-06	0.000709319081740475	Promoter	4	2932288	2936586	4299	2	10227	uc003gfz.3	0	MFSD10
chr3	58223363	58223762	400	*	401	*	5.73865363504692	4.79613530573884	6.4519695792215	-1.34301457677353	6.90402203471336e-06	0.000734354843852313	Promoter	3	58223259	58280461	57203	1	57406	uc003djt.4	104	ABHD6
chr14	21559035	21559434	400	*	401	*	3.88458527324579	2.17860275414799	4.82918145802372	-1.67534386226486	6.91126227416321e-06	0.000734354843852313	Exon (uc001vzr.2/51222, exon 5 of 5)	14	21558205	21566808	8604	2	51222	uc001vzr.2	7374	ZNF219
chr19	18539874	18540273	400	*	401	*	6.48374526869052	5.58594337584478	7.17771452028552	-1.27662083038084	7.07007223027003e-06	0.00074407460171999	Intron (uc010ebp.3/170463, intron 4 of 7)	19	18545198	18548119	2922	2	51477	uc002nja.2	7846	ISYNA1
chr19	11466076	11466475	400	*	401	*	7.15952905031007	6.04803556833458	7.93878633200073	-1.40191029915263	7.95599218856741e-06	0.000821660669904338	Promoter	19	11466062	11476374	10313	1	64748	uc002mrf.2	14	PLPPR2
chr1	147071550	147071949	400	*	401	*	6.68529524873526	5.90058482836741	7.32626351952716	-1.17921819297182	8.15004234915847e-06	0.000837786446319774	Intron (uc001epq.3/607, intron 1 of 9)	1	147083377	147096757	13381	1	607	uc010ozr.1	-11428	BCL9
chr1	155036288	155036687	400	*	401	*	5.26518499127982	4.18205782282471	6.03410513154214	-1.41084677335227	9.89123866093323e-06	0.000960213781267503	Promoter	1	155017668	155036467	18800	2	100505666	uc021pan.2	0	DCST1-AS1
chr2	242157635	242158034	400	*	401	*	3.85082635941676	2.24724266791909	4.77271094610198	-1.61796642785968	9.90582969680063e-06	0.000960213781267503	Exon (uc002wax.2/50636, exon 21 of 25)	2	242127924	242164791	36868	1	50636	uc002wax.2	29711	ANO7
chr8	37552818	37553217	400	*	401	*	6.4802860212862	5.53630887909318	7.19421880207092	-1.29350882720875	1.10706619179226e-05	0.00104116042148088	Promoter	8	37553301	37556396	3096	1	80139	uc003xjy.1	-84	ZNF703
chr2	42795779	42796178	400	*	401	*	6.63565654132951	5.64743872008254	7.36788218901657	-1.33807905978388	1.1185552834075e-05	0.00104750806434699	Promoter	2	42795671	42936353	140683	1	57504	uc002rsq.3	108	MTA3
chr19	7293912	7294311	400	*	401	*	5.64239253520189	4.55969033983971	6.41115568763934	-1.3857290575566	1.23162061103655e-05	0.00112016654833411	Promoter	19	7112266	7294011	181746	2	3643	uc002mgd.1	0	INSR
chr11	1357356	1357755	400	*	401	*	6.78780096846063	5.85827553307368	7.49558368540209	-1.26752704174427	1.29692445863315e-05	0.00115577933307464	Distal Intergenic	11	1330938	1331937	1000	1	255512	uc001ltg.4	26418	TOLLIP-DT
chr17	61777009	61777408	400	*	401	*	6.86172841533361	5.71877350335209	7.65213220657391	-1.38114819812259	1.31173599498237e-05	0.00116031228890038	Promoter	17	61773249	61777519	4271	2	80774	uc002jbj.4	111	LIMD2
chr1	48937532	48937931	400	*	401	*	6.38603400749683	5.63189026297425	7.01158733689472	-1.15169052090451	1.31251107291569e-05	0.00116031228890038	Promoter	1	48761044	48937876	176833	2	54558	uc001crr.2	0	SPATA6
chr2	235405855	235406254	400	*	401	*	5.38094949623898	4.3210066506472	6.14121182552765	-1.40836319741807	1.34700708962209e-05	0.00118413786073019	Promoter	2	235401686	235405693	4008	2	10123	uc002vvn.3	-162	ARL4C
chr17	79935474	79935873	400	*	401	*	7.95662390045685	7.26388607730171	8.54967016993022	-1.07035884525357	1.59162074222333e-05	0.00135293884707222	Promoter	17	79935426	79975282	39857	1	79058	uc021ufj.1	48	ASPSCR1
chr1	41130943	41131342	400	*	401	*	5.1934060689199	3.92172027298919	6.02617402194523	-1.47732678571468	1.63490351026275e-05	0.0013844062252995	Promoter	1	41086352	41131324	44973	2	9783	uc001cfu.1	0	RIMS3
chr20	46414301	46414700	400	*	401	*	4.6045411654283	3.23459797003553	5.46646320935096	-1.50909832856881	1.71523802069088e-05	0.00143592710209429	Promoter	20	46286150	46414808	128659	2	55959	uc002xto.3	108	SULF2
chr22	23863524	23863923	400	*	401	*	4.89393810641494	3.71472675438965	5.69678717778307	-1.43803705147529	1.74078787718465e-05	0.00144364575323216	Distal Intergenic	22	23915313	23922495	7183	2	3543	uc002zxd.3	58572	IGLL1
chr17	43394176	43394575	400	*	401	*	6.49023632821046	5.57523315448859	7.19174965820885	-1.28363573244946	1.74405418810456e-05	0.00144364575323216	Promoter	17	43340488	43394414	53927	2	9020	uc002iiw.1	0	MAP3K14
chr18	77724706	77725105	400	*	401	*	5.42031742737415	4.06204035495254	6.27891084588272	-1.48539977708067	2.04337492097281e-05	0.00163034762196463	Promoter	18	77724582	77730822	6241	1	440498	uc002lno.4	124	HSBP1L1
chr1	8877879	8878278	400	*	401	*	6.863422415418	6.06701795346156	7.51015972904849	-1.15066478785816	2.11468178454339e-05	0.00167514631255173	Promoter	1	8412464	8877699	465236	2	473	uc001apf.3	-180	RERE
chr9	132112922	132113321	400	*	401	*	3.69010512232978	2.14947062511586	4.59701187912998	-1.55890381236387	2.29339671720462e-05	0.00177846880164699	Distal Intergenic	9	132083295	132084882	1588	1	414318	uc004bxs.2	29627	LINC02913
chr19	3572871	3573270	400	*	401	*	6.77111091929287	5.65029868503077	7.5537041526164	-1.33992886531981	2.30645068958043e-05	0.00178045826048809	Promoter	19	3572943	3574584	1642	1	10362	uc010dtm.1	0	HMG20B
chr10	135044303	135044702	400	*	401	*	3.55736107370137	1.72704316149674	4.52703393537153	-1.57397916979492	2.31207420822625e-05	0.00178045826048809	Promoter	10	135043778	135045062	1285	1	8433	uc001lmc.3	525	UTF1
chr2	112655850	112656249	400	*	401	*	5.1075729362657	3.81358849752028	5.94718521905342	-1.43883581811376	2.36687443432461e-05	0.00181004470148818	Promoter	2	112656191	112786945	130755	1	10461	uc002thk.1	0	MERTK
chr8	86375740	86376139	400	*	401	*	6.66460622957086	5.80579827142715	7.34098440708125	-1.19585894979998	2.46559864104194e-05	0.00185208502643419	Promoter	8	86376131	86393721	17591	1	760	uc003ydk.2	0	CA2
chr5	131280847	131281246	400	*	401	*	6.35146776959551	5.37351882698781	7.07951769543239	-1.31814957739609	2.46995495541229e-05	0.00185208502643419	Promoter	5	131142684	131281391	138708	2	728637	uc031skz.1	145	MEIKIN
chr3	20081636	20082035	400	*	401	*	5.61879412063467	4.65573226693857	6.34071551454056	-1.28206544937395	2.54500964404125e-05	0.0018874918839918	Promoter	3	20081524	20195896	114373	1	8850	uc003cbq.3	112	KAT2B
chr1	25944360	25944759	400	*	401	*	4.40702104049879	3.20360253063305	5.21794930230866	-1.4384180881941	2.62862406382635e-05	0.00193650734782087	Promoter	1	25943959	26111258	167300	1	57134	uc009vry.1	401	MAN1C1
chr16	1383800	1384199	400	*	401	*	3.57444742667488	1.67260352037408	4.55741861621344	-1.55433377308563	2.8208993127424e-05	0.002037408356566	Promoter	16	1383606	1399442	15837	1	8938	uc021tag.1	194	BAIAP3
chr4	1004670	1005069	400	*	401	*	5.58213789648861	4.20950505356464	6.44482246908237	-1.48237369306187	2.93912479877948e-05	0.00210901289538394	Promoter	4	1004940	1020686	15747	1	53834	uc003gce.3	0	FGFRL1
chr11	1593517	1593916	400	*	401	*	7.58947169942475	6.8121828756255	8.22674221619388	-1.13151056300548	2.95344053063877e-05	0.00211242683390445	Promoter	11	1593971	1620414	26444	1	338651	uc009ycx.2	-55	KRTAP5-AS1
chr19	10456867	10457266	400	*	401	*	6.29947848076221	5.64816783374666	6.86935628021425	-1.08364800562241	3.3091100993954e-05	0.00231889649244468	Distal Intergenic	19	10445742	10450345	4604	2	3385	uc010xlf.1	-6522	ICAM3
chr14	65879333	65879732	400	*	401	*	5.86023886432367	4.95179736755704	6.55888964870794	-1.243220944645	3.37312062759891e-05	0.00234431883618125	Promoter	14	65879448	66210839	331392	1	2530	uc001xip.3	0	FUT8
chr3	52567892	52568291	400	*	401	*	4.24664348851243	2.58769008041719	5.18105300958164	-1.50841344919921	3.50875647423389e-05	0.0024309412801581	Promoter	3	52558385	52567793	9409	2	64943	uc010hmi.3	-99	NT5DC2
chr9	100954862	100955261	400	*	401	*	4.36503326443891	2.90795974133851	5.25075732717934	-1.47207825728126	3.5510881715668e-05	0.00245258123999368	Promoter	9	100883257	100954956	71700	2	7464	uc004aym.3	0	CORO2A
chr17	2296279	2296678	400	*	401	*	8.29120707782676	7.59548101759427	8.8858848917677	-1.06232380975397	3.70001428604067e-05	0.00252388937456126	Intron (uc002fur.3/4335, intron 4 of 5)	17	2287354	2304258	16905	2	4335	uc002fur.3	7580	MNT
chr10	134755730	134756129	400	*	401	*	3.41441941769635	1.77106261775175	4.34536028873493	-1.51745786720612	3.72305342994069e-05	0.00253179088784982	Promoter	10	134621896	134756089	134194	2	54777	uc021qbc.1	0	CFAP46
chr2	65215843	65216242	400	*	401	*	6.94693484047866	6.23555816583946	7.5500730815537	-1.07988027338424	3.82048884086707e-05	0.00256646273167183	Promoter	2	65216495	65251000	34506	1	6509	uc010yqa.2	-253	SLC1A4
chr9	139236865	139237264	400	*	401	*	5.57384834511086	4.70712627458106	6.25385285238634	-1.19962716069209	3.857879554827e-05	0.00256920403374138	Intron (uc004chd.2/26086, intron 9 of 13)	9	139247509	139254057	6549	1	26086	uc011mdu.1	-10245	GPSM1
chr16	23521334	23521733	400	*	401	*	6.06409978868268	5.13835916836705	6.77025726027528	-1.23980406707958	3.89793245882588e-05	0.0025792875830093	Promoter	16	23474863	23521815	46953	2	23062	uc002dlq.3	82	GGA2
chr12	50017040	50017439	400	*	401	*	5.32235547570943	4.12972982703195	6.12970392128725	-1.36952932192562	4.03537470679142e-05	0.00265958399023431	Promoter	12	50017197	50038452	21256	1	25766	uc001rus.2	0	PRPF40B
chr16	30580931	30581330	400	*	401	*	4.44626993648329	3.23222576021666	5.26068793297567	-1.42988653966532	4.05409509178557e-05	0.00265958399023431	3' UTR	16	30581019	30583728	2710	2	146542	uc002dys.2	2398	ZNF688
chr21	46707407	46707806	400	*	401	*	7.38422666108818	6.64181952116967	8.00372896208893	-1.08571234553351	4.3905600245916e-05	0.00281205683005276	Promoter	21	46683843	46707811	23969	2	23275	uc002zhb.3	5	POFUT2
chr11	406893	407292	400	*	401	*	5.35503002732742	4.4278607592513	6.06180169375764	-1.23579138070038	4.40238750824966e-05	0.00281205683005276	Exon (uc001lpd.2/59307, exon 7 of 10)	11	405872	410027	4156	2	59307	uc001lpg.3	2735	SIGIRR
chr16	2524781	2525180	400	*	401	*	5.55105758501674	4.52472230458533	6.29842414506591	-1.27094892071194	4.41621780429314e-05	0.00281276166261333	Promoter	16	2525147	2555734	30588	1	57465	uc002cqk.3	0	TBC1D24
chr3	12329456	12329855	400	*	401	*	5.64473853607274	4.4510969476291	6.45242547539651	-1.39772790513716	4.46093977011545e-05	0.0028330813177966	Promoter	3	12329349	12475855	146507	1	5468	uc003bws.3	107	PPARG
chr22	29707066	29707465	400	*	401	*	6.70196796773161	5.9340875155088	7.33450962025305	-1.10978211630907	4.89874355581112e-05	0.00305839354031021	3' UTR	22	29703048	29708774	5727	1	10634	uc003afe.1	4018	GAS2L1
chr9	138392478	138392877	400	*	401	*	5.58857455241469	4.57130154420987	6.3323918573905	-1.27928292913332	5.25964546500145e-05	0.00322003945767305	Promoter	9	138392477	138396519	4043	1	51116	uc031tfq.1	1	MRPS2
chr17	15848146	15848545	400	*	401	*	4.67154554420111	3.41254903761441	5.50035637803292	-1.39366605153792	5.48124727126369e-05	0.0033189327655397	Promoter	17	15848231	15879210	30980	1	136	uc002gpd.1	0	ADORA2B
chr2	54197867	54198266	400	*	401	*	7.0526378122208	6.28027096815873	7.68744020914265	-1.106509751671	5.52561915081944e-05	0.0033275669986992	Promoter	2	54091204	54197977	106774	2	23198	uc002rxp.2	0	PSME4
chr3	50654528	50654927	400	*	401	*	6.72369106796421	6.09891402940102	7.27817187328099	-1.01425274095058	5.64944138329917e-05	0.00338643149418189	Promoter	3	50654562	50686728	32167	1	7867	uc003daz.2	0	MAPKAPK3
chr6	169613436	169613835	400	*	401	*	6.58772542253212	5.85907224533675	7.2000407821588	-1.08286275078699	5.81262309065805e-05	0.00345335437974822	Distal Intergenic	6	169615875	169654137	38263	2	7058	uc003qwt.3	40302	THBS2
chr13	20692956	20693355	400	*	401	*	5.5979307020741	4.64874596561401	6.3140582138328	-1.2253546403428	5.98846079911014e-05	0.0035199726627961	Distal Intergenic	13	20712395	20735183	22789	2	2700	uc001umx.1	41828	GJA3
chr7	1177607	1178006	400	*	401	*	6.37210693813954	5.53755848402714	7.03718612440377	-1.13857453381758	6.32733736200413e-05	0.00368001271151719	Promoter	7	1036623	1177893	141271	2	84310	uc003sju.2	0	C7orf50
chr9	132372484	132372883	400	*	401	*	7.19543691090857	6.09007041999896	7.97248482327046	-1.29054447577747	6.46299354459435e-05	0.00372946789370966	Distal Intergenic	9	132374504	132383055	8552	2	375759	uc004byc.4	10172	C9orf50
chr17	25783303	25783702	400	*	401	*	4.95165476981138	4.03957821836692	5.65189366437808	-1.2082267994515	6.58326949244929e-05	0.00377913867669147	Distal Intergenic	17	25799036	25932839	133804	1	8844	uc002gzj.1	-15334	KSR1
chr19	14017071	14017470	400	*	401	*	6.41742474217385	5.53314573701721	7.10537144295158	-1.17887137905839	6.60638087420833e-05	0.00378258092489322	Promoter	19	14016956	14041693	24738	1	54862	uc002mxp.2	115	CC2D1A
chr11	121446444	121446843	400	*	401	*	5.03077165611566	3.8584278903771	5.83129549039521	-1.32190182214619	6.86817518430177e-05	0.00389674148074561	Promoter	11	121447469	121504471	57003	1	6653	uc010rzp.1	-626	SORL1
chr17	17184074	17184473	400	*	401	*	6.63968011838575	5.96893223343279	7.22055759541706	-1.02448625361057	6.87629146867014e-05	0.00389674148074561	Promoter	17	17149938	17184012	34075	2	8533	uc010vwv.2	-62	COPS3
chr8	143781604	143782003	400	*	401	*	7.16650858353043	6.23750117227715	7.87406921443036	-1.20113215723333	7.24269253871295e-05	0.00407304701776323	Promoter	8	143781529	143785584	4056	1	54742	uc011ljx.2	75	LY6K
chr7	2272200	2272599	400	*	401	*	6.83846629710447	6.07370992164147	7.46942743125604	-1.08151319027362	7.35329906217801e-05	0.00411431044489104	Promoter	7	1855428	2272583	417156	2	8379	uc003slf.1	0	MAD1L1
chr19	55987903	55988302	400	*	401	*	7.60593421851537	6.75032894766978	8.28083662001194	-1.14786290424956	7.92824167114415e-05	0.00434794216312548	Promoter	19	55987699	55995854	8156	1	89887	uc002qld.3	204	ZNF628
chr6	11538054	11538453	400	*	401	*	7.03884548359409	6.07794970181966	7.759867706051	-1.21553022681549	8.12400111483609e-05	0.00442237804529538	Promoter	6	11538460	11583757	45298	1	100113407	uc010jpa.4	-7	TMEM170B
chr14	102228171	102228570	400	*	401	*	6.78529329015146	6.06089895540914	7.39536198721684	-1.05833491391237	8.45714236320684e-05	0.00452569741814127	Promoter	14	102228135	102394328	166194	1	5527	uc010txr.2	36	PPP2R5C
chr6	34204326	34204725	400	*	401	*	6.01975467983037	5.28161937736009	6.63703594659809	-1.08039067019032	8.50553819938839e-05	0.00453728798630793	Promoter	6	34204577	34214008	9432	1	3159	uc003oit.3	0	HMGA1
chr9	139581281	139581680	400	*	401	*	7.90919039428273	7.17886580769582	8.52238470755459	-1.0407899789745	8.59792881051366e-05	0.00456785636156641	Promoter	9	139567595	139581911	14317	2	10555	uc004cii.1	231	AGPAT2
chr2	10262482	10262881	400	*	401	*	5.55205522155094	4.54469620889832	6.29195394236577	-1.30775238022167	8.63667334385596e-05	0.00457743687224366	Promoter	2	10262695	10271546	8852	1	6241	uc021vdr.1	0	RRM2
chr1	28052397	28052796	400	*	401	*	5.6831311072197	4.96415446235216	6.29032712273145	-1.06243074256444	8.84058296871328e-05	0.00466005051220298	Promoter	1	28052490	28086275	33786	1	199870	uc009vtb.3	0	FAM76A
chr5	271781	272180	400	*	401	*	7.06355784404076	6.36153449533542	7.66165686627267	-1.0187941338207	9.0041971507798e-05	0.00472688268953407	Promoter	5	271736	315089	43354	1	10016	uc031sil.1	45	PDCD6
