seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	V10	V11	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	SYMBOL
chr19	56125041	56126166	1126	*	1127	*	4.46	2.05	5.61	-3.56	2.9e-06	0.000301	Promoter	19	56124959	56129907	4949	1	100507290	uc021vca.1	82	ZNF865
chr19	2045970	2046703	734	*	735	*	4.09	1.97	5.19	-3.22	2.94e-06	0.000302	Promoter	19	2037470	2046690	9221	2	2872	uc010xgu.1	0	MKNK2
chr16	1358724	1360111	1388	*	1389	*	4.95	2.62	6.08	-3.47	3.25e-06	0.00032	Promoter	16	1359154	1377019	17866	1	7329	uc002clc.2	0	UBE2I
chr14	64319478	64320496	1019	*	1020	*	4.12	1.55	5.29	-3.74	3.31e-06	0.000324	Promoter	14	64319683	64427618	107936	1	23224	uc001xgk.3	0	SYNE2
chr19	804745	805630	886	*	887	*	3.77	1.57	4.89	-3.32	4.74e-06	0.000398	Promoter	19	804940	805001	62	1	100616459	uc021uly.2	0	MIR4745
chr19	1232943	1235765	2823	*	2824	*	5.52	4.09	6.48	-2.39	5.08e-06	0.000408	Exon (uc002lrm.3/255057, exon 4 of 9)	19	1229947	1237990	8044	2	255057	uc002lrm.3	2225	CBARP
chr14	77364314	77364703	390	*	391	*	2.84	-0.65	4.09	-4.74	5.28e-06	0.000414	Distal Intergenic	14	77297546	77323818	26273	1	145497	uc010tvh.1	66768	LRRC74A
chr7	150674717	150675523	807	*	808	*	3.63	1	4.8	-3.8	5.7e-06	0.000432	Promoter	7	150642044	150675402	33359	2	3757	uc003wic.3	0	KCNH2
chr19	10981573	10982288	716	*	717	*	4.54	1.84	5.72	-3.88	5.93e-06	0.00044	Promoter	19	10982253	11033448	51196	1	10498	uc002mpz.3	0	CARM1
chr19	2291405	2291885	481	*	482	*	3.54	0.73	4.73	-4	6.13e-06	0.000445	5' UTR	19	2274631	2282181	7551	2	374872	uc002lvn.2	-9224	PEAK3
chr10	75492418	75493191	774	*	775	*	3.77	1.29	4.92	-3.63	6.76e-06	0.000471	Exon (uc031pvx.1/2749, exon 1 of 1)	10	75491299	75495367	4069	1	2749	uc031pvx.1	1119	GLUD1P3
chr17	4401963	4402591	629	*	630	*	3.55	0.72	4.75	-4.02	6.8e-06	0.000472	Promoter	17	4402129	4443228	41100	1	124976	uc002fxx.2	0	SPNS2
chr17	2298737	2299304	568	*	569	*	3.32	0.86	4.47	-3.61	7.66e-06	0.000501	Exon (uc002fur.3/4335, exon 2 of 6)	17	2287354	2304258	16905	2	4335	uc002fur.3	4954	MNT
chr19	3122770	3123494	725	*	726	*	3.42	1.05	4.57	-3.52	8.24e-06	0.000523	3' UTR	19	3136191	3150538	14348	1	2769	uc010xhf.1	-12697	GNA15
chr12	132335391	132336656	1266	*	1267	*	4.7	2.81	5.77	-2.96	9.05e-06	0.000541	3' UTR	12	132322601	132336316	13716	1	4326	uc001ujd.1	12790	MMP17
chr1	40254042	40255033	992	*	993	*	5.53	2.97	6.69	-3.72	9.39e-06	0.000546	Promoter	1	40223903	40254533	30631	2	656	uc001cdz.1	0	BMP8B
chr16	67686529	67688423	1895	*	1896	*	4.62	2.83	5.67	-2.85	9.95e-06	0.000563	Exon (uc010cel.1/146206, exon 29 of 29)	16	67691415	67694718	3304	2	65057	uc002etp.4	6295	ACD
chr19	50099483	50101356	1874	*	1875	*	4.95	3.26	5.98	-2.72	1.1e-05	0.000606	Exon (uc002poo.4/57479, exon 4 of 14)	19	50094912	50129696	34785	1	57479	uc002poo.4	4571	PRR12
chr4	1767549	1769828	2280	*	2281	*	5.02	3.31	6.05	-2.75	1.12e-05	0.000607	Distal Intergenic	4	1795039	1810599	15561	1	2261	uc003gdq.3	-25211	FGFR3
chr8	144441907	144442408	502	*	503	*	3.58	1.07	4.74	-3.67	1.17e-05	0.00062	Promoter	8	144391497	144442147	50651	2	116447	uc011lkd.3	0	TOP1MT
chr2	219748092	219748462	371	*	372	*	2.64	-0.71	3.88	-4.59	1.25e-05	0.00064	Intron (uc002vjd.1/80326, intron 2 of 3)	2	219745255	219758651	13397	1	80326	uc002vjd.1	2837	WNT10A
chr11	64001347	64002916	1570	*	1571	*	5.44	3.73	6.46	-2.73	1.28e-05	0.000647	Promoter	11	64002056	64006736	4681	1	7423	uc001nyw.3	0	VEGFB
chr19	14072642	14074858	2217	*	2218	*	5.67	4.29	6.62	-2.32	1.29e-05	0.000647	3' UTR	19	14070561	14072256	1696	1	90379	uc002mxu.3	2081	DCAF15
chr11	64511926	64513251	1326	*	1327	*	5.53	3.9	6.54	-2.64	1.3e-05	0.000649	Promoter	11	64494383	64512329	17947	2	10235	uc009ypv.3	0	RASGRP2
chr7	150094068	150095260	1193	*	1194	*	4.35	2.33	5.44	-3.11	1.67e-05	0.000747	3' UTR	7	150097790	150109558	11769	1	728743	uc003whg.3	-2530	LOC728743
chr22	50699107	50700375	1269	*	1270	*	4.29	2.48	5.35	-2.87	1.69e-05	0.000754	Promoter	22	50688492	50699743	11252	2	6300	uc003bko.2	0	MAPK12
chr16	88966023	88966530	508	*	509	*	2.54	-0.88	3.77	-4.65	1.71e-05	0.000759	Intron (uc002fml.2/863, intron 2 of 10)	16	88941263	88947565	6303	2	863	uc002fmk.2	-18458	CBFA2T3
chr11	66045158	66046115	958	*	959	*	3.99	1.76	5.11	-3.35	1.85e-05	0.000796	Promoter	11	66045672	66051685	6014	1	254263	uc001ohi.2	0	CNIH2
chr7	150783201	150783858	658	*	659	*	4.22	1.92	5.35	-3.43	1.95e-05	0.000825	Promoter	7	150783826	150820725	36900	1	116988	uc003wjf.1	0	AGAP3
chr1	160902984	160903459	476	*	477	*	3.06	0.39	4.24	-3.85	2.11e-05	0.000855	Distal Intergenic	1	160914816	160924589	9774	2	142683	uc001fxd.3	21130	ITLN2
chr19	1912139	1913375	1237	*	1238	*	4.54	2.76	5.58	-2.82	2.18e-05	0.000869	3' UTR	19	1905371	1913446	8076	1	113179	uc002luh.4	6768	ADAT3
chr2	79006048	79006627	580	*	581	*	3.13	0.51	4.3	-3.79	2.35e-05	0.00091	Distal Intergenic	2	79252812	79255630	2819	1	130120	uc002snw.4	-246185	REG3G
chr19	2249460	2249875	416	*	417	*	3.09	0.5	4.26	-3.76	2.39e-05	0.000915	Promoter	19	2249113	2252072	2960	1	268	uc002lvh.2	347	AMH
chr7	6692593	6694458	1866	*	1867	*	4.87	2.61	6.01	-3.4	2.5e-05	0.000933	Distal Intergenic	7	6655527	6663921	8395	1	54753	uc011jwz.2	37066	ZNF853
chr10	135074815	135075899	1085	*	1086	*	4.82	2.87	5.9	-3.03	2.52e-05	0.000933	Distal Intergenic	10	135085318	135089498	4181	2	101	uc010qvb.1	13599	ADAM8
chr5	149786252	149786800	549	*	550	*	3.71	1.57	4.82	-3.25	2.59e-05	0.00095	Exon (uc003lsc.3/972, exon 2 of 9)	5	149781200	149792499	11300	2	972	uc003lsc.3	5699	CD74
chr19	18266584	18267462	879	*	880	*	4.14	2.13	5.23	-3.1	2.59e-05	0.00095	5' UTR	19	18263988	18288927	24940	1	5296	uc002nib.2	2596	PIK3R2
chr13	74707987	74709915	1929	*	1930	*	5.47	4.15	6.39	-2.25	2.71e-05	0.000977	Promoter	13	74260149	74708066	447918	2	11278	uc001vjf.3	0	KLF12
chr12	125347851	125348755	905	*	906	*	5.08	3.2	6.15	-2.95	2.75e-05	0.000988	Promoter	12	125262174	125348519	86346	2	949	uc001ugm.4	0	SCARB1
chr16	4365392	4367761	2370	*	2371	*	5.64	3.89	6.68	-2.79	2.76e-05	0.000988	Distal Intergenic	16	4382216	4389598	7383	1	84662	uc002cwc.1	-14455	GLIS2
chr11	65352202	65353243	1042	*	1043	*	4.75	2.91	5.8	-2.89	2.79e-05	0.000995	Exon (uc001oeo.4/254102, exon 12 of 19)	11	65343509	65360116	16608	1	254102	uc001oeo.4	8693	EHBP1L1
chr16	89641809	89643254	1446	*	1447	*	4.54	2.66	5.61	-2.95	2.83e-05	0.001	Promoter	16	89642176	89663654	21479	1	27132	uc002fnp.3	0	CPNE7
chr1	27675585	27676786	1202	*	1203	*	4.58	2.58	5.66	-3.08	2.91e-05	0.00102	3' UTR	1	27671364	27680423	9060	1	84958	uc009vsv.2	4221	SYTL1
chr9	139947796	139948871	1076	*	1077	*	4.05	2.06	5.13	-3.07	2.92e-05	0.00102	Promoter	9	139942551	139948503	5953	2	954	uc004ckw.2	0	ENTPD2
chr7	150104576	150105373	798	*	799	*	4.03	2.09	5.1	-3.01	3.03e-05	0.00104	Exon (uc011kus.2/728743, exon 2 of 3)	7	150102840	150109558	6719	1	728743	uc011kut.2	1736	LOC728743
chr20	62569762	62571106	1345	*	1346	*	4.42	2.67	5.46	-2.78	3.12e-05	0.00106	Distal Intergenic	20	62572818	62572897	80	2	100302137	uc021wgm.1	1791	MIR1914
chr19	18062725	18063307	583	*	584	*	3.89	1.63	5.02	-3.38	3.17e-05	0.00107	Promoter	19	18063094	18100652	37559	1	3780	uc010xqa.1	0	KCNN1
chr8	142317720	142319221	1502	*	1503	*	5.67	4.16	6.65	-2.49	3.24e-05	0.00108	Distal Intergenic	8	142350648	142354720	4073	1	731779	uc003ywe.3	-31427	LINC01300
chr8	144897403	144898669	1267	*	1268	*	4.42	2.5	5.49	-2.98	3.26e-05	0.00108	Promoter	8	144873090	144897549	24460	2	23513	uc003yzo.1	0	SCRIB
chr22	51169002	51169764	763	*	764	*	3.56	1.19	4.7	-3.51	3.3e-05	0.00109	3' UTR	22	51176652	51178787	2136	1	49	uc010hbh.1	-6888	ACR
chr19	1070687	1071849	1163	*	1164	*	5.02	3.18	6.07	-2.89	3.39e-05	0.0011	Promoter	19	1071220	1086627	15408	1	23526	uc002lrb.1	0	ARHGAP45
chr19	18979146	18980157	1012	*	1013	*	3.99	2.11	5.05	-2.95	3.55e-05	0.00113	3' UTR	19	18970191	18979039	8849	1	5976	uc002nkh.3	8955	UPF1
chr7	152132593	152134167	1575	*	1576	*	5.08	3.5	6.07	-2.57	3.56e-05	0.00113	Promoter	7	152133980	152140100	6121	1	220832	uc003wlb.3	0	FABP5P3
chr19	8575534	8576124	591	*	592	*	4	2.19	5.05	-2.86	3.63e-05	0.00115	3' UTR	19	8576216	8578233	2018	2	84330	uc010dwf.3	2109	ZNF414
chr12	58130840	58132446	1607	*	1608	*	4.48	2.82	5.5	-2.68	3.66e-05	0.00115	Promoter	12	58118076	58132029	13954	2	116986	uc001spp.3	0	AGAP2
chr17	2295422	2298072	2651	*	2652	*	6.92	5.06	7.98	-2.92	3.88e-05	0.00118	Exon (uc002fur.3/4335, exon 3 of 6)	17	2287354	2304258	16905	2	4335	uc002fur.3	6186	MNT
chr12	112395152	112395645	494	*	495	*	2.97	0.18	4.16	-3.97	3.98e-05	0.0012	Intron (uc001ttc.2/89894, intron 6 of 12)	12	112369087	112451023	81937	2	89894	uc001ttc.2	55378	TMEM116
chr16	30566464	30567074	611	*	612	*	3.27	0.89	4.42	-3.53	4e-05	0.0012	3' UTR	16	30565085	30569642	4558	2	92595	uc002dyq.3	2568	ZNF764
chr11	507147	507824	678	*	679	*	4.35	2.11	5.48	-3.37	4.1e-05	0.00121	Promoter	11	494512	507283	12772	2	6050	uc001lpp.2	0	RNH1
chr19	47223547	47224104	558	*	559	*	2.77	0.21	3.94	-3.73	4.15e-05	0.00121	3' UTR	19	47177573	47220384	42812	2	25865	uc010xye.2	-3163	PRKD2
chr17	79007914	79009763	1850	*	1851	*	5.99	4.3	7.02	-2.72	4.19e-05	0.00122	Promoter	17	79008947	79083174	74228	1	10458	uc002jyz.4	0	BAIAP2
chr18	77659199	77660339	1141	*	1142	*	4.16	2.14	5.25	-3.11	4.31e-05	0.00124	Exon (uc010xfl.2/26251, exon 2 of 2)	18	77623668	77659816	36149	1	26251	uc010xfl.2	35531	KCNG2
chr7	100170011	100172125	2115	*	2116	*	5.22	3.88	6.16	-2.28	4.58e-05	0.00128	Promoter	7	100169853	100171270	1418	2	100316904	uc003uvh.3	0	SAP25
chr19	48204497	48205919	1423	*	1424	*	4.49	2.76	5.52	-2.76	4.59e-05	0.00128	3' UTR	19	48216601	48246391	29791	1	30846	uc002phj.4	-10682	EHD2
chr17	61600177	61600855	679	*	680	*	3.17	0.81	4.31	-3.5	4.73e-05	0.0013	Promoter	17	61600695	61613574	12880	1	81033	uc002jax.1	0	KCNH6
chr19	56089543	56091023	1481	*	1482	*	4.51	2.73	5.56	-2.83	4.85e-05	0.0013	5' UTR	19	56088891	56092211	3321	2	163033	uc002qlh.3	1188	ZNF579
chr16	67562356	67563247	892	*	893	*	4.29	2.5	5.34	-2.84	5.01e-05	0.00133	Promoter	16	67562717	67577167	14451	1	79567	uc010cei.2	0	RIPOR1
chrX	153175313	153176510	1198	*	1199	*	3.77	1.58	4.88	-3.31	5.24e-05	0.00136	Exon (uc011mzf.2/393, exon 14 of 22)	23	153170428	153172620	2193	1	554	uc004fji.3	4885	AVPR2
chr15	64443524	64444877	1354	*	1355	*	4.59	2.54	5.68	-3.14	5.25e-05	0.00136	Promoter	15	64443916	64447087	3172	1	79856	uc002amz.1	0	SNX22
chr9	139971616	139972496	881	*	882	*	4.96	3.21	6	-2.79	5.44e-05	0.00139	Promoter	9	139971953	139978990	7038	1	91373	uc010ncb.3	0	UAP1L1
chr9	130678965	130679590	626	*	627	*	4.26	2.32	5.33	-3.01	5.65e-05	0.00142	Promoter	9	130670165	130679305	9141	2	27090	uc004bss.3	0	ST6GALNAC4
chr11	534860	536287	1428	*	1429	*	5.11	3.37	6.15	-2.78	5.89e-05	0.00144	Promoter	11	532242	535550	3309	2	3265	uc001lpv.3	0	HRAS
chr17	48190085	48190569	485	*	486	*	3.02	0.77	4.14	-3.38	5.97e-05	0.00145	3' UTR	17	48188673	48201522	12850	2	201191	uc002iqe.4	10953	SAMD14
chr9	140353160	140354029	870	*	871	*	4.54	2.54	5.63	-3.09	6.07e-05	0.00146	Promoter	9	140342023	140353786	11764	2	26012	uc004cmz.3	0	NSMF
chr19	1229907	1230319	413	*	414	*	3.05	0.33	4.24	-3.91	6.24e-05	0.00148	3' UTR	19	1229947	1237990	8044	2	255057	uc002lrm.3	7671	CBARP
chr12	6438308	6439197	890	*	891	*	4.41	2.65	5.44	-2.79	6.3e-05	0.00149	3' UTR	12	6437923	6443422	5500	2	7132	uc001qnt.3	4225	TNFRSF1A
chr1	31380524	31382130	1607	*	1608	*	4.99	3.59	5.94	-2.35	6.39e-05	0.0015	Promoter	1	31342313	31381480	39168	2	9672	uc001bse.2	0	SDC3
chr19	805743	806631	889	*	890	*	4.05	1.56	5.21	-3.65	6.45e-05	0.00151	Promoter	19	804940	805001	62	1	100616459	uc021uly.2	803	MIR4745
chr8	28928940	28929748	809	*	810	*	4	2.21	5.05	-2.85	6.58e-05	0.00153	Exon (uc011laz.2/23303, exon 3 of 4)	8	28924795	28956758	31964	2	23303	uc011laz.2	27010	KIF13B
chr11	819002	820179	1178	*	1179	*	5.16	3.7	6.13	-2.43	6.69e-05	0.00154	Promoter	11	818901	825571	6671	1	57104	uc001lrt.3	101	PNPLA2
chr1	9969753	9970812	1060	*	1061	*	4.62	2.82	5.66	-2.85	6.71e-05	0.00154	Promoter	1	9908334	9970316	61983	2	56998	uc001aqk.1	0	CTNNBIP1
chr1	200992337	200992983	647	*	648	*	3.88	1.79	4.98	-3.19	6.77e-05	0.00155	Promoter	1	200938514	200992828	54315	2	23046	uc001gvr.2	0	KIF21B
chr13	78271569	78272156	588	*	589	*	3.16	0.64	4.32	-3.68	7.1e-05	0.0016	Promoter	13	78271989	78338377	66389	1	122060	uc001vkk.3	0	SLAIN1
chr12	52262914	52263476	563	*	564	*	3.74	1.9	4.8	-2.9	7.21e-05	0.00162	Distal Intergenic	12	52281793	52285441	3649	1	341405	uc001rzh.4	-18317	ANKRD33
chr5	137800772	137802235	1464	*	1465	*	5.62	4.31	6.54	-2.23	7.23e-05	0.00162	Promoter	5	137801181	137805004	3824	1	1958	uc003ldb.1	0	EGR1
chr9	137533810	137534128	319	*	320	*	2.2	-1.23	3.44	-4.67	7.83e-05	0.00171	Promoter	9	137533651	137736688	203038	1	1289	uc031tfl.1	159	COL5A1
chr12	117536664	117537582	919	*	920	*	4.18	2.55	5.2	-2.65	8.21e-05	0.00175	Promoter	12	117476728	117537251	60524	2	54997	uc001twh.3	0	TESC
chr7	97841483	97842421	939	*	940	*	3.81	1.93	4.88	-2.94	8.6e-05	0.00179	Promoter	7	97841568	97842271	704	1	168620	uc003upf.1	0	BHLHA15
chr15	62682411	62682904	494	*	495	*	3.14	0.53	4.31	-3.78	8.6e-05	0.00179	Distal Intergenic	15	62455737	62457482	1746	2	388125	uc002ahg.2	-224929	C2CD4B
chr22	50631440	50631943	504	*	505	*	3.18	1.13	4.27	-3.14	9.16e-05	0.00185	5' UTR	22	50624360	50638027	13668	1	80305	uc003bjs.1	7080	TRABD
chr5	180017751	180019053	1303	*	1304	*	4.05	2.06	5.14	-3.07	9.54e-05	0.00191	Promoter	5	180017105	180018487	1383	2	92304	uc003mly.3	0	SCGB3A1
chr19	708339	711020	2682	*	2683	*	5.19	3.84	6.13	-2.29	9.54e-05	0.00191	Promoter	19	708953	735048	26096	1	5064	uc010xft.2	0	PALM
chr19	41836835	41837210	376	*	377	*	3.28	1.19	4.38	-3.19	9.83e-05	0.00194	3' UTR	19	41856816	41889987	33172	1	641649	uc002oqi.3	-19606	TMEM91
chr17	80008856	80010153	1298	*	1299	*	4.62	2.84	5.67	-2.83	9.91e-05	0.00194	Promoter	17	80009763	80015346	5584	1	2873	uc002kdk.1	0	GPS1
chrX	153714281	153715559	1279	*	1280	*	4.4	2.49	5.48	-2.99	9.91e-05	0.00194	Promoter	23	153712056	153714932	2877	2	8266	uc004flo.3	0	UBL4A
chr19	18529270	18531351	2082	*	2083	*	6.24	4.72	7.22	-2.5	0.000101	0.00197	Promoter	19	18530146	18542880	12735	1	170463	uc010ebp.3	0	SSBP4
chr3	135684385	135684969	585	*	586	*	3.51	1.4	4.62	-3.22	0.000102	0.00198	Promoter	3	135684515	135866752	182238	1	5523	uc003eqv.2	0	PPP2R3A
chr3	52001218	52002091	874	*	875	*	3.97	1.89	5.07	-3.18	0.000103	0.00199	Promoter	3	51991470	52001482	10013	2	57060	uc003dch.2	0	PCBP4
chr15	93632203	93632825	623	*	624	*	3.42	1.28	4.54	-3.26	0.000103	0.00199	Promoter	15	93586636	93632443	45808	2	56963	uc002bss.2	0	RGMA
chr17	1546219	1547350	1132	*	1133	*	5.17	3.54	6.18	-2.64	0.000106	0.00202	Exon (uc002fsy.2/8578, exon 4 of 11)	17	1537152	1549083	11932	2	8578	uc002fsy.2	1733	SCARF1
chrX	139173344	139173973	630	*	631	*	3.35	0.78	4.51	-3.73	0.000109	0.00206	Promoter	23	139173826	139175070	1245	1	389895	uc031tkm.1	0	HAPSTR2
chr22	41346749	41347526	778	*	779	*	5.7	4.11	6.7	-2.6	0.000115	0.00213	Promoter	22	41347351	41369019	21669	1	9978	uc003azk.3	0	RBX1
chr6	6745945	6746480	536	*	537	*	3.4	1.31	4.5	-3.19	0.000116	0.00213	Distal Intergenic	6	6649848	6655216	5369	1	9450	uc003mwz.1	96097	LY86
chr16	89556709	89557237	529	*	530	*	3.31	0.88	4.46	-3.58	0.000116	0.00213	Promoter	16	89334029	89556969	222941	2	29123	uc002fmx.2	0	ANKRD11
chr14	105261284	105262440	1157	*	1158	*	4.21	2.42	5.26	-2.84	0.000119	0.00217	Promoter	14	105235687	105262080	26394	2	207	uc001ypm.3	0	AKT1
chr11	30606801	30608147	1347	*	1348	*	4.59	3.02	5.59	-2.56	0.00012	0.00217	Promoter	11	30406040	30607930	201891	2	744	uc001msq.3	0	MPPED2
chr19	10428145	10428549	405	*	406	*	3.35	1.49	4.42	-2.93	0.000121	0.00218	Promoter	19	10426889	10429048	2160	2	125950	uc002mnz.3	499	RAVER1
chrX	38420452	38420791	340	*	341	*	3.36	1.39	4.44	-3.05	0.000134	0.00233	Promoter	23	38420731	38548172	127442	1	7102	uc004deg.4	0	TSPAN7
chr7	100805898	100806401	504	*	505	*	3.02	0.66	4.16	-3.49	0.000136	0.00235	3' UTR	7	100805790	100808852	3063	2	7425	uc003uxx.4	2451	VGF
chr17	80655578	80657181	1604	*	1605	*	5	3.53	5.97	-2.45	0.000137	0.00236	Promoter	17	80614943	80656598	41656	2	10966	uc002kft.3	0	RAB40B
chr9	139477474	139478051	578	*	579	*	3.17	1.1	4.27	-3.18	0.000138	0.00236	Distal Intergenic	9	139440625	139440711	87	2	100616301	uc022bpr.1	-36763	MIR4674
chr10	45887157	45887536	380	*	381	*	2.73	0.26	3.89	-3.64	0.000138	0.00236	Intron (uc001jce.4/240, intron 2 of 13)	10	45869624	45941567	71944	1	240	uc021ppr.2	17533	ALOX5
chr19	17438814	17440497	1684	*	1685	*	5.2	3.84	6.13	-2.29	0.000139	0.00237	Exon (uc002ngf.2/57719, exon 13 of 18)	19	17434032	17445638	11607	2	57719	uc002ngf.2	5141	ANO8
chr9	140114562	140117201	2640	*	2641	*	5.28	4.01	6.19	-2.18	0.00014	0.00238	Promoter	9	140114699	140115775	1077	2	727800	uc004clz.2	0	RNF208
chr1	7764033	7765619	1587	*	1588	*	4.61	2.74	5.68	-2.94	0.000143	0.00242	Intron (uc001aoi.3/23261, intron 11 of 22)	1	7740148	7829766	89619	1	23261	uc001aok.4	23885	CAMTA1
chr11	705854	706563	710	*	711	*	3.35	0.95	4.49	-3.55	0.000144	0.00242	Promoter	11	706120	722302	16183	1	64787	uc010qwj.1	0	EPS8L2
chr12	52448139	52449387	1249	*	1250	*	4.45	3.04	5.4	-2.37	0.000145	0.00242	Promoter	12	52450278	52453291	3014	1	3164	uc009zmc.3	-891	NR4A1
chr19	3121461	3122596	1136	*	1137	*	3.66	1.51	4.77	-3.26	0.000145	0.00242	5' UTR	19	3136191	3150538	14348	1	2769	uc010xhf.1	-13595	GNA15
chr12	111855918	111856850	933	*	934	*	4.37	2.28	5.48	-3.2	0.000151	0.00248	Promoter	12	111855923	111889427	33505	1	10019	uc001tsf.3	0	SH2B3
chr5	5422528	5423292	765	*	766	*	3.7	1.73	4.78	-3.05	0.000152	0.00248	Promoter	5	5422786	5490347	67562	1	23379	uc003jdm.5	0	ICE1
chr20	62319801	62321269	1469	*	1470	*	4.64	3.29	5.58	-2.29	0.00016	0.00256	Promoter	20	62321103	62328544	7442	1	100533107	uc002yfx.1	0	RTEL1-TNFRSF6B
chr19	518769	519739	971	*	972	*	4.07	2.27	5.12	-2.85	0.000161	0.00257	3' UTR	19	507497	519654	12158	1	91978	uc002lou.3	11272	TPGS1
chr6	34202482	34206452	3971	*	3972	*	7.03	5.86	7.91	-2.05	0.000162	0.00257	Promoter	6	34204577	34214008	9432	1	3159	uc003oit.3	0	HMGA1
chr22	19138043	19138680	638	*	639	*	2.89	0.46	4.05	-3.59	0.000163	0.00257	Promoter	22	19136504	19137796	1293	2	2928	uc011ags.2	-247	GSC2
chr19	1407020	1408679	1660	*	1661	*	5.89	4.34	6.88	-2.54	0.000167	0.00261	Promoter	19	1407584	1421177	13594	1	26528	uc021umk.1	0	DAZAP1
chr20	48850209	48850828	620	*	621	*	3.73	2.08	4.75	-2.67	0.00017	0.00264	Distal Intergenic	20	48807120	48809227	2108	1	1051	uc002xvi.2	43089	CEBPB
chr16	2140533	2142015	1483	*	1484	*	4.56	3.13	5.52	-2.39	0.000175	0.00268	Promoter	16	2140196	2140285	90	2	100188847	uc021tap.1	-248	MIR1225
chr19	1855024	1855892	869	*	870	*	4.58	2.99	5.59	-2.59	0.000176	0.00268	Intron (uc002luc.3/83855, intron 1 of 1)	19	1826877	1848452	21576	2	57455	uc010dsr.1	-6572	REXO1
chr9	130965434	130966610	1177	*	1178	*	4.9	3.49	5.86	-2.36	0.000177	0.0027	Promoter	9	130965663	131002058	36396	1	1759	uc022bnx.1	0	DNM1
chr3	184319375	184320152	778	*	779	*	4.22	2.78	5.18	-2.4	0.00018	0.00271	Distal Intergenic	3	184279587	184300196	20610	1	2049	uc003foz.3	39788	EPHB3
chr10	103879803	103880574	772	*	773	*	4.5	2.97	5.49	-2.51	0.000181	0.00272	Promoter	10	103867325	103880210	12886	2	8861	uc009xwz.3	0	LDB1
chr19	18058376	18059235	860	*	861	*	6.01	4.17	7.07	-2.9	0.000184	0.00274	Distal Intergenic	19	18062111	18109930	47820	1	3780	uc002nht.3	-2876	KCNN1
chr19	8576223	8576934	712	*	713	*	4.06	2.22	5.12	-2.89	0.000186	0.00276	3' UTR	19	8576216	8578233	2018	2	84330	uc010dwf.3	1299	ZNF414
chr11	65374414	65375585	1172	*	1173	*	4.71	3.28	5.66	-2.39	0.000187	0.00277	Promoter	11	65365226	65374494	9269	2	4296	uc001oev.3	0	MAP3K11
chr3	32859538	32860328	791	*	792	*	3.45	1.5	4.52	-3.03	0.000189	0.00279	Promoter	3	32859510	32933771	74262	1	131405	uc003cff.3	28	TRIM71
