gene_name	ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SNX11	ENSG00000002919	1148.07640825037	0.537926877682416	0.111483098778328	4.82518770627309	1.39871472600964e-06	0.000234400144520897
TMEM176A	ENSG00000002933	2816.80292275571	0.639155363402515	0.598958338287421	1.06711155441967	0.285921464862691	0.520037013575719
M6PR	ENSG00000003056	2318.48796719233	0.305491553456392	0.270925038320402	1.12758700838536	0.259494375887997	0.491938462301743
ICA1	ENSG00000003147	88.9811139820408	-0.0229464129762752	0.166778659401946	-0.137586026045293	0.890567600088176	0.946615391657245
ALS2	ENSG00000003393	404.05644000445	0.597852194632402	0.228538557458199	2.61597955846795	0.00889718839104986	0.0680737450434005
CASP10	ENSG00000003400	1237.29210640129	-0.0800857790728016	0.123382177498156	-0.649087094236107	0.516282083178548	0.715959270325775
CFLAR	ENSG00000003402	7238.43623161094	0.478149058371589	0.20926302476982	2.28491898603459	0.0223175785469932	0.119153641602119
TFPI	ENSG00000003436	117.962907667675	3.04144699560785	1.25057666301691	2.43203562448592	0.0150142305012416	0.0932232491661623
NDUFAF7	ENSG00000003509	346.514943914053	0.0488534115236898	0.150319624602455	0.324996896798343	0.745183420320715	0.872322348244376
RBM5	ENSG00000003756	3875.46365458412	0.188602896246403	0.162096434255469	1.163522795012	0.244617455082189	0.476457948063944
MTMR7	ENSG00000003987	48.040514683751	-0.430976224831822	0.241305312969192	-1.78602045487016	0.0740959462650554	0.240552638684079
ARF5	ENSG00000004059	3352.48593958328	-0.258212149932363	0.15551452560499	-1.66037319618765	0.096839398887214	0.28107362774377
SARM1	ENSG00000004139	43.2188636248916	-0.345703019487883	0.206853431377934	-1.67124624032106	0.0946730502540733	0.277330671666751
POLDIP2	ENSG00000004142	1037.56128489213	0.157519548143625	0.125095759931116	1.25919174423149	0.207961082796372	0.434144517834267
PLXND1	ENSG00000004399	9139.30056253209	0.422364135638944	0.382423030999797	1.10444220510131	0.269401361247126	0.503261568883835
AK2	ENSG00000004455	1807.77852127108	-0.416767389915296	0.237129374554994	-1.75755277344875	0.0788236349532287	0.250163541413367
CD38	ENSG00000004468	378.165315696446	1.38414914907726	0.38086618073689	3.6342138501225	0.000278829524290288	0.00844364283995556
FKBP4	ENSG00000004478	782.685050046578	0.313654347591981	0.234782180023184	1.33593762337929	0.181569662249691	0.401118385005202
KDM1A	ENSG00000004487	999.90348936097	0.133618659366961	0.130983487150311	1.02011835441231	0.307672332907946	0.542853126681392
RBM6	ENSG00000004534	3703.18915006927	0.170779820359317	0.219096685414287	0.779472405236945	0.435701486649614	0.65248414231977
CAMKK1	ENSG00000004660	715.994307849029	-0.356120467486734	0.26501916944491	-1.34375361688982	0.179028072901497	0.398184445784542
RECQL	ENSG00000004700	677.750002280273	0.102673428164068	0.167365079314145	0.613469838420414	0.539565720138562	0.733053435286243
VPS50	ENSG00000004766	425.97122696282	0.0542853398250512	0.22399068093967	0.242355349773112	0.808504828870586	0.906443352243127
ARHGAP33	ENSG00000004777	172.751706412732	-0.519180862470731	0.214889989369033	-2.41603093748185	0.0156907281073568	0.0956576095881359
NDUFAB1	ENSG00000004779	746.422771806507	-0.0451185752943037	0.167297606951867	-0.269690500159304	0.787398369613846	0.895514999564665
PDK4	ENSG00000004799	1253.02457487375	-0.260182573163553	0.600174555102562	-0.433511502531277	0.664643211482247	0.821494630248747
SLC22A16	ENSG00000004809	110.512772143676	0.216359293346936	0.457157073878117	0.473271235882963	0.6360196808552	0.803861441842397
ZMYND10	ENSG00000004838	33.9871343892601	-0.374196584026202	0.308832834537331	-1.21164766883286	0.225647279006469	0.45437443804604
ABCB5	ENSG00000004846	3.67236140251352	3.33090336187492	1.72439477118917	1.93163619927812	0.0534044245844865	0.199181886938812
SLC25A13	ENSG00000004864	532.933629892537	0.182882767642169	0.148346716746185	1.23280630440291	0.217648038673752	0.444695747413819
ST7	ENSG00000004866	132.035407324151	0.275757483173472	0.17749211453291	1.55363230585854	0.120272148723387	0.318688118958272
CDC27	ENSG00000004897	910.782792688943	0.179028102470964	0.0834748278912329	2.14469567645274	0.0319771868163887	0.148655594300481
HCCS	ENSG00000004961	388.437712229884	0.341073207358239	0.198260356008434	1.72032984417586	0.0853725015069341	0.262582813348394
DVL2	ENSG00000004975	395.362450397837	0.235178404187485	0.128104014259168	1.83583945864252	0.0663814037333909	0.226087097443185
PRSS22	ENSG00000005001	4.09545830438982	0.312023733191091	1.5982082068123	0.19523346949484	NA	NA
UPF1	ENSG00000005007	3186.82728919239	0.311950285469524	0.114172660310533	2.73226781806664	0.0062899987841982	0.0551800471233147
SKAP2	ENSG00000005020	2211.76668316245	0.0991777365489162	0.2223669451114	0.446009349542625	0.655590492324259	0.815872205335908
SLC25A5	ENSG00000005022	3975.26706394171	-0.604326268280416	0.217446980878942	-2.77918905030399	0.00544947995094896	0.0507813051604523
MCUB	ENSG00000005059	1608.38678946983	-0.116550229565027	0.148606888651971	-0.784285510734168	0.432872599420611	0.650288419373296
POLR2J	ENSG00000005075	717.245596508046	0.0290861270518583	0.190993333973526	0.152288702682628	0.878959234946154	0.94148257697973
DHX33	ENSG00000005100	361.814684994605	0.0582930182498772	0.193559009654829	0.301164065438391	0.763289390095002	0.883330668353925
LIG3	ENSG00000005156	315.367189145965	-0.0674385478148924	0.174163470783556	-0.387214078310959	0.698597728554804	0.843252321529327
RPAP3	ENSG00000005175	423.024691709893	-0.178824515510408	0.123060335552589	-1.45314503416081	0.146183489589455	0.356143008299729
ACSM3	ENSG00000005187	40.3043895958191	-1.19657702267773	0.262853657529081	-4.552255555148	5.30738105697893e-06	0.000649721307975272
REXO5	ENSG00000005189	23.1952166383623	0.453084724238677	0.265200433510061	1.70846147663438	0.0875507485815819	0.265951896827457
CIAPIN1	ENSG00000005194	594.627086855662	-0.0719123144841731	0.13575814354081	-0.529709029665359	0.596313686389075	0.774723057410946
SPPL2B	ENSG00000005206	1869.91219206694	-0.125532189437229	0.181493970577437	-0.691660384297277	0.489150630953706	0.69491597044378
FAM214B	ENSG00000005238	2964.49642550206	0.429692362937818	0.139381956286061	3.08284066594629	0.00205034902524135	0.0283062940923731
COPZ2	ENSG00000005243	50.4235014388804	-0.921777042714511	0.325901076715881	-2.82839520508278	0.00467820146858037	0.0465152278509019
PRKAR2B	ENSG00000005249	327.837066070679	-0.771657963680097	0.453391820554273	-1.70196710372221	NA	NA
MSL3	ENSG00000005302	2520.61389859468	-0.0348229701964358	0.170297627201136	-0.204483002897667	0.837976073109283	0.921374256575363
CREBBP	ENSG00000005339	3891.55457007846	0.0225887365803153	0.150409895400585	0.15018118668426	0.880621668398858	0.941961368942496
TSPOAP1	ENSG00000005379	403.789626918242	-0.833692245639087	0.409131820503763	-2.03771059560355	0.0415788839242431	0.171248122838848
MPO	ENSG00000005381	258.340995530926	-0.0357007136275961	0.446934737925247	-0.0798790306462312	0.936333467648037	0.970942649712511
GCFC2	ENSG00000005436	196.981166664421	-0.188364312793652	0.137926247736031	-1.36568866249556	0.172036704361311	0.388884959924122
WDR54	ENSG00000005448	105.243665922495	0.310714072767288	0.197088263889821	1.57652245057568	0.114905448980492	0.310046495603773
CROT	ENSG00000005469	94.6689805591058	-0.0849188160849067	0.208549863081141	-0.407187110220577	0.683870567920682	0.833667141993282
ABCB4	ENSG00000005471	14.585836227479	0.961733769054944	0.461877487706337	2.08222698584179	0.0373217414620232	0.161731557567874
KMT2E	ENSG00000005483	2585.48103990739	0.0311198774939562	0.145620274036175	0.213705664955866	0.830776593403062	0.91764476730852
RHBDD2	ENSG00000005486	2320.48227819429	1.5414225684249	0.39620276612135	3.89048916420938	0.000100042344537849	0.00440922745211652
IBTK	ENSG00000005700	954.782997890602	0.13052474752086	0.145150025950028	0.899240263076472	0.368524698490435	0.598748571220199
ZNF195	ENSG00000005801	451.953902652064	-0.0558290540444441	0.183910723685808	-0.303566061432187	0.761458511114163	0.882284337374187
MYCBP2	ENSG00000005810	2116.41119284628	-0.0645455575529557	0.175920649847351	-0.366901541171903	0.713692461818789	0.853060424032555
FBXL3	ENSG00000005812	1145.63923372249	-0.0991134851864435	0.181205123525354	-0.546968448011769	0.584400409070419	0.76552595135194
ITGAL	ENSG00000005844	11286.4534411599	-0.249539449369017	0.20164978180534	-1.23748931010452	0.215905480545068	0.442711392217679
PDK2	ENSG00000005882	129.20527488463	-0.342529217730756	0.264329973613692	-1.2958394882275	0.195030790367628	0.417153218405901
ITGA3	ENSG00000005884	17.1617388339294	2.0305033426212	0.684040587777429	2.9683959971128	0.00299358388980808	0.0355379996712361
ZFX	ENSG00000005889	957.735276074731	0.404742355077085	0.1600447196086	2.5289328886758	0.0114409901465037	0.0792785752383781
LAMP2	ENSG00000005893	4110.98645834147	0.206804821770148	0.163826036579682	1.2623440454751	0.206825014102144	0.432780527144758
NA	ENSG00000005955	2330.97673791478	-0.407652322837126	0.167162638518977	-2.43865690592607	0.0147419572559773	0.0923199441713966
ITGA2B	ENSG00000005961	342.511697677176	-0.429301166286479	0.873131948729426	-0.491679598840924	NA	NA
GDE1	ENSG00000006007	1250.76776916175	0.293391975708456	0.273301435820883	1.07351055374894	0.283042106027198	0.517147237345783
REX1BD	ENSG00000006015	1861.98286130912	-0.10776410925741	0.236418541041344	-0.455819195832718	0.6485199992657	0.81174158741137
CRLF1	ENSG00000006016	25.0106031200082	0.0276450710727219	0.320889972388259	0.0861512463819619	0.931346186296604	0.96823502107448
OSBPL7	ENSG00000006025	472.893612994868	-0.510174711361941	0.236822579417205	-2.15424860508414	0.0312206810010173	0.146122607038655
MAP3K14	ENSG00000006062	1193.49241989243	-0.149532187145112	0.202740436048005	-0.737554826555202	0.46078501480452	0.67323600309301
NA	ENSG00000006074	41.6888396848415	4.46060565954424	0.80132707770417	5.56652306362095	2.59872399284555e-08	1.06801368667874e-05
NA	ENSG00000006075	11675.1436097623	0.675212884578355	0.782132392116076	0.863297430696551	0.387973956475946	0.615416022385745
NA	ENSG00000006114	1086.55151236204	0.433101677833916	0.20379279004483	2.12520608672487	0.033569420379471	0.152228644453896
TMEM132A	ENSG00000006118	98.8467336145694	0.682687119913014	0.597757325113107	1.14208072612717	0.253420466126545	0.485446907909764
AP2B1	ENSG00000006125	2033.91248442538	0.389804913805597	0.146787675685828	2.65556976758663	0.00791745540214238	0.06359385653624
ZNF263	ENSG00000006194	839.896874872886	-0.131587258488595	0.138256241909098	-0.951763599759295	0.34121688636623	0.574161110895642
SPATA20	ENSG00000006282	1459.36599296649	-1.09720709781422	0.436125689103142	-2.51580479029002	0.0118760941105088	0.0813465319212271
CACNA1G	ENSG00000006283	11.6140601728605	2.02179146060974	1.25899991166019	1.60587101070062	0.108302254191533	0.300306057767076
TNFRSF12A	ENSG00000006327	266.282874720162	-0.660920810334319	0.495648866008195	-1.33344562181121	0.182385609325664	0.401670326357916
MAP3K9	ENSG00000006432	13.2990437074075	1.6781851402455	0.601734681555145	2.78891210974966	0.00528854149524556	0.0499738090463762
RALA	ENSG00000006451	1000.93534311696	0.991304465959381	0.276763845614655	3.58177009629934	0.000341274060465045	0.00948588012510006
BAIAP2L1	ENSG00000006453	48.4301915419356	-0.218400522397257	0.350844744090766	-0.622499057134957	0.533613763564591	0.728752842225525
KDM7A	ENSG00000006459	3091.85663768315	-0.0398106926196643	0.213361945454038	-0.186587596653876	0.851983992392717	0.928984983202284
AGK	ENSG00000006530	371.922078211758	0.552121150678329	0.225030958170251	2.4535341944401	0.0141460089357536	0.0901012030406061
ALDH3B1	ENSG00000006534	3354.12948381487	-0.28442623043206	0.233009734189304	-1.22066243893907	0.222213854824723	0.450634149380124
TTC22	ENSG00000006555	10.0072091974681	0.97242868897551	0.776081428492142	1.25299827218499	0.210206335499783	0.436559097233951
PHTF2	ENSG00000006576	767.624099133949	-0.249426275771321	0.188261140906255	-1.3248951672694	0.185205923980203	0.404509610758229
FARP2	ENSG00000006607	274.356359139788	-0.0672467209071674	0.237284059497362	-0.28340176347967	0.776868876718605	0.890111761104537
GGCT	ENSG00000006625	316.248303062173	-0.377528052623681	0.237017782709182	-1.59282585596923	0.111199263025519	0.303944652269751
DBF4	ENSG00000006634	209.731567421797	-0.250341035453482	0.29621485520084	-0.845133291116497	0.398036422712953	0.623089652341503
TBXA2R	ENSG00000006638	10.0283481124013	0.484059018698137	0.85066016352869	0.569039246754161	0.569329506019981	0.75495095670361
IFRD1	ENSG00000006652	1495.39552030471	0.299936069714865	0.311281042043827	0.963553924599864	0.33526961642283	0.568420474322214
COX10	ENSG00000006695	172.048037774397	-0.0970204005037952	0.261802841671926	-0.370585742630612	0.710946102848356	0.851285306120605
GTF2IRD1	ENSG00000006704	7.47255323094709	2.47509217497918	1.03605947153801	2.38894797352217	0.0168966949202869	0.0997841902747502
PAF1	ENSG00000006712	1034.80494818432	0.547588565771317	0.181104112351873	3.02361199124728	0.00249776561628791	0.0316994977164836
VPS41	ENSG00000006715	987.888403149816	0.275158701515057	0.218414303950893	1.2598016546431	0.207740922749275	0.433908043027014
ARHGAP44	ENSG00000006740	11.4230074187793	0.25209291558877	0.464903023201802	0.542248389465393	0.587647404329177	0.768116334692792
ELAC2	ENSG00000006744	1047.97928989687	0.00499200619106685	0.160524495696879	0.0310980960843094	0.975191308041252	0.988615347711455
ARSD	ENSG00000006756	929.321814963619	0.683448787780864	0.247460351670958	2.76185167913133	0.00574745815493352	0.0521866781758588
PNPLA4	ENSG00000006757	86.2923215938991	0.146777610800856	0.179614565195313	0.817181004453896	0.413824996310702	0.636633980509717
ADIPOR2	ENSG00000006831	1484.25450745056	0.370174529844214	0.115517647461138	3.20448466515687	0.00135304497859396	0.0222852188697618
PRSS21	ENSG00000007038	58.2921705153616	-0.71675764703358	0.465868882431084	-1.53853943472949	0.12391677418575	0.323963013114145
MARK4	ENSG00000007047	797.649174797172	0.101494157373221	0.186642840849952	0.543788108405485	0.586587292860528	0.767516924049846
CCDC124	ENSG00000007080	905.476275222468	-0.147838861190495	0.169788570449669	-0.870723281307795	0.383905263398383	0.611982582174369
CEACAM21	ENSG00000007129	82.7175621642865	0.489328935891173	0.231278982016025	2.1157518578894	0.0343659175278174	0.153983450647356
PAFAH1B1	ENSG00000007168	2607.58773443807	0.415809846514727	0.12250461513583	3.3942382175046	0.00068819800708591	0.0146292928575245
KIAA0100	ENSG00000007202	3251.73107296548	-0.169397350556944	0.187070172050886	-0.905528383813459	0.365185529856787	0.595959859209416
GAS7	ENSG00000007237	5739.22687152563	-0.23093904725597	0.235068801734665	-0.982431720210337	0.325887205708648	0.559603965154893
TRAPPC6A	ENSG00000007255	369.974457411067	-0.635260413222705	0.270221625208826	-2.35088665731982	0.0187287377947514	0.10627845933935
MATK	ENSG00000007264	122.828344087627	0.824965396739564	0.568972241236221	1.44992204707059	0.147080258490073	0.357319119183272
CD79B	ENSG00000007312	405.136900044973	0.752400509413271	0.479506805356274	1.56911330769172	0.116621539483321	0.312686199778213
ST7L	ENSG00000007341	144.12348280576	0.34252822247313	0.165868864054712	2.06505436945747	0.0389178562347656	0.165376936599776
TKTL1	ENSG00000007350	26.2473711000944	0.753461822216146	0.642590615457938	1.17253785550415	0.240981182913478	0.472518027748443
PAX6	ENSG00000007372	26.6709504229569	-0.254530521448271	0.274476709130674	-0.927330126677862	0.353755156980463	0.585948350891448
RPUSD1	ENSG00000007376	980.084075797928	-0.00416747200370953	0.157746140864617	-0.0264188523463543	0.978923257399543	0.99000130394849
RHBDF1	ENSG00000007384	10.6098696580241	0.602575924018564	0.475961731327293	1.26601758998184	0.205506784777505	0.430700899956837
LUC7L	ENSG00000007392	2179.00120662835	-0.0197449151245071	0.23390163658803	-0.0844154637501904	0.932726112874994	0.968749784648777
CACNA2D2	ENSG00000007402	16.872982432601	-0.0725406897938953	0.321176906457772	-0.225858984053179	0.821311099508181	0.912908746356548
BAIAP3	ENSG00000007516	51.32305287387	0.31323809958719	0.387573966180111	0.808202116035896	0.418974239813468	0.640425198549876
TSR3	ENSG00000007520	859.763936948491	0.16342106696118	0.19713530069371	0.828979215727012	0.407116168278864	0.630980711202431
PIGQ	ENSG00000007541	1124.72574951454	0.0616442846498093	0.231174092760554	0.266657409200517	0.789732949313067	0.896241602643855
CRAMP1	ENSG00000007545	464.20375985455	0.0745592213593944	0.110817914526051	0.672808378304819	0.501069206852494	0.703853806923902
TEAD3	ENSG00000007866	5.1713172990311	2.31535108482236	1.01929410046563	2.27152407118286	0.0231152714834275	0.121644116181537
DNAJC11	ENSG00000007923	349.207584949492	-0.149331793231419	0.189597277028197	-0.7876262548286	0.430915352781434	0.649156039828969
MYLIP	ENSG00000007944	985.138394848689	-0.797090792501254	0.292935852937147	-2.72104211385924	0.00650764703424854	0.0561361796392624
NOX1	ENSG00000007952	5.36848959337478	0.436086204268827	0.531947685437075	0.819791525007796	0.412334963234895	0.635360989144575
E2F2	ENSG00000007968	416.624516103888	0.0505948312229237	0.389059465356145	0.130043954017696	0.896531651653066	0.949094112251713
PSMB1	ENSG00000008018	2649.21888053266	0.0844966525647422	0.165780911715131	0.509688670972789	0.610269591167711	0.784703770347576
SYN1	ENSG00000008056	130.415772600689	1.92769451430978	0.645815797510192	2.9848983591631	0.00283672565579033	0.034313382969806
JARID2	ENSG00000008083	2752.0856122327	0.409920351195283	0.251547005242947	1.62959742175971	0.103186609675301	0.290697579501448
CDKL5	ENSG00000008086	22.2518106881931	0.600878333441291	0.512152718580847	1.17324054259889	0.240699358054304	0.472233646212245
CAMK1G	ENSG00000008118	13.5834236521059	3.54231752288711	1.09913809336936	3.2228138977772	0.00126937996979564	0.0215869632104853
CDK11A	ENSG00000008128	221.713065436661	-0.0620533479521666	0.224988478533808	-0.275806780669625	0.782696475426099	0.892818124658333
NADK	ENSG00000008130	7364.11495191085	0.104699585222444	0.168747504252998	0.620451162735252	0.534960797414782	0.729891904736594
DLEC1	ENSG00000008226	69.7333736630585	-0.478160216400626	0.225789172159185	-2.11772872821162	0.0341980483944478	0.153562048214507
CYTH3	ENSG00000008256	341.54230685787	0.334962067187366	0.206380601479082	1.62303077317718	0.104582826658103	0.293481412932126
ADAM22	ENSG00000008277	9.32782503973258	-0.00355744072848072	0.332130371103241	-0.0107109768873709	0.991454040316671	0.996650642939028
SYPL1	ENSG00000008282	1122.33950116373	0.0240925334991135	0.124163737009796	0.194038405087733	0.846145810433646	0.925911172429008
CYB561	ENSG00000008283	366.064030297169	-0.0321695472011519	0.22201440549689	-0.144898467868125	0.884791036133979	0.944196480662047
SPAG9	ENSG00000008294	2146.70406394966	0.436309091061865	0.234887396917971	1.857524485293	0.0632365709377404	0.220577527478012
CELSR3	ENSG00000008300	88.283044482627	-0.503073047482822	0.18775122329666	-2.67946615020416	0.00737396584587849	0.0609004901749802
AASS	ENSG00000008311	21.1376006431515	0.968803227440391	0.589253525294883	1.64411952725368	0.100151515129088	0.286116402291159
PLEKHG6	ENSG00000008323	23.8747933689827	-0.695407168069658	0.370871211393077	-1.87506375988999	0.0607839524440713	0.214954272308362
SS18L2	ENSG00000008324	372.219854827647	-0.0104783635999341	0.169854452386702	-0.0616902498150499	0.950809504701632	0.977074647892771
MPND	ENSG00000008382	309.46263653121	-0.201438756020925	0.23361673269638	-0.86226167833074	0.388543535606809	0.615698745905765
MGST1	ENSG00000008394	783.906746682484	-0.250778099885022	0.183410353817989	-1.36730612348029	0.171529373141027	0.388213504401773
CRY1	ENSG00000008405	258.36253266425	0.240722098538064	0.184600540008375	1.30401622079298	0.192228051840825	0.413155074439606
PGLYRP1	ENSG00000008438	34.9192930511734	2.15891428109739	0.871686486401767	2.47670959086353	NA	NA
NFIX	ENSG00000008441	244.636406374609	-0.871116134253675	0.343351863796452	-2.53709452636056	0.0111776768451415	0.0780983991478162
ST3GAL1	ENSG00000008513	5216.48432997106	1.23108358869777	0.363415743894518	3.38753510099742	0.000705236924391177	0.014881533682049
MMP25	ENSG00000008516	1017.53547010948	-0.264534010483248	0.387286910184792	-0.683044026344777	0.494579023034857	0.699175144685067
IL32	ENSG00000008517	249.622761615453	1.73714712448137	0.696067278822659	2.49565979802931	0.0125723113593074	0.0843093937474117
PKD1	ENSG00000008710	1606.74147046809	-0.275527652365267	0.150286234531838	-1.83335255702942	0.0667501581495329	0.226870111866214
MAPK8IP2	ENSG00000008735	19.4989184469181	0.630645325710075	0.364823723704989	1.72863025273006	0.0838752915733005	0.259596809726867
MED24	ENSG00000008838	1094.98666852356	0.0818160425334645	0.0881835202608535	0.927792883425911	0.353515016279129	0.585719206756963
RHOBTB2	ENSG00000008853	213.664314467816	0.00913534782613592	0.195149093683265	0.0468121457994726	0.962662948698854	0.982562009333783
HEATR5B	ENSG00000008869	982.326064778055	-0.340435085986144	0.174142802183918	-1.9549190762797	0.050592622573071	0.192927109475119
SEC62	ENSG00000008952	2482.37151214511	0.416059159270231	0.19521485723977	2.13128839245679	0.0330653907441337	0.151054947352897
RPS20	ENSG00000008988	14175.4621688943	-0.222987563617626	0.273300542676173	-0.815906040412947	0.414553877117851	0.637073938117096
CSDE1	ENSG00000009307	9032.8167819235	-0.194966277445071	0.12206890179716	-1.59718220263048	0.110225098696628	0.30262986009645
UBE3C	ENSG00000009335	1480.03933794163	0.0849707181283068	0.16464560902754	0.516082503688839	0.60579678733842	0.781105426626464
REV3L	ENSG00000009413	504.40338077827	0.149682687098433	0.188709470866681	0.793191175890586	0.427666447853255	0.647142154501187
TENM1	ENSG00000009694	53.097171064971	-1.77883299697619	0.552805347860933	-3.21782885035273	0.00129164866009811	0.0218108550470788
MASP2	ENSG00000009724	55.882317745779	-1.36261330769971	0.308970280190086	-4.41017597828954	1.03286648132848e-05	0.000986577908845254
FAM76A	ENSG00000009780	339.873081048341	-0.265163683644664	0.146288345159459	-1.81260976980516	0.0698920298899253	0.233167052170468
TRAF3IP3	ENSG00000009790	3462.75540972735	-0.78568008790375	0.283405610853609	-2.77228134452704	0.00556649024111916	0.0512443669610442
POMT2	ENSG00000009830	279.584122029175	0.210434170742757	0.253871607299517	0.828899982086172	0.407161005525166	0.630993546091748
VTA1	ENSG00000009844	812.239373058931	0.344379902945966	0.165783966986352	2.07728110990561	0.037775621509702	0.162848402317424
MLXIPL	ENSG00000009950	14.8989351097607	0.677272986817563	0.689672676461574	0.982020906341209	0.326089548778136	0.559784356186912
BAZ1B	ENSG00000009954	1192.11496424456	0.292901442511056	0.139995738159352	2.09221685147056	0.0364191217228231	0.159348659076717
RANBP9	ENSG00000010017	959.071739062985	0.124844800355652	0.128397027613385	0.972334038226889	0.330884395446356	0.564122041570634
ETV7	ENSG00000010030	141.277202412659	1.67988829909693	0.573582940256161	2.92876266219964	0.00340314164731798	0.0384183309184799
SPRTN	ENSG00000010072	220.614701776092	-0.101774499493041	0.195810191002473	-0.519760993909431	0.603230169110683	0.779226331728398
EEF1AKNMT	ENSG00000010165	429.473747858366	0.581924726685293	0.271980041194159	2.13958614069726	0.0323882276428453	0.149699514244782
DYRK4	ENSG00000010219	173.492231201942	-0.0454860831225272	0.130785296315455	-0.34779202558684	0.727996378909788	0.861396842814703
ZNF207	ENSG00000010244	3780.16037454626	-0.297627311608694	0.147274570606716	-2.02090089539953	0.0432900252092079	0.175488286786317
UQCRC1	ENSG00000010256	3690.84732310816	0.0220083287418809	0.145076913331657	0.15170110968358	0.879422681902674	0.941583464844644
STARD3NL	ENSG00000010270	891.575488930115	0.398590951278819	0.143585642091733	2.77598056095448	0.0055035498885376	0.0510186759538386
CD9	ENSG00000010278	517.743390755236	0.887811656394907	0.531235901767548	1.6712192331899	0.094678382647393	0.277330671666751
NCAPD2	ENSG00000010292	727.967634024318	0.169620805779812	0.186879096753785	0.9076499658134	0.364063186609523	0.594929794544767
IFFO1	ENSG00000010295	5022.94340006767	-0.0527917998487524	0.277400520688403	-0.190308942887861	0.849067046302962	0.927190233455643
GIPR	ENSG00000010310	12.717741505673	1.54688399719161	0.654947588788177	2.36184394548844	0.018184295039388	0.104231554928392
PHF7	ENSG00000010318	116.85178926404	-0.276456769006282	0.165469792033842	-1.67073860194216	0.0947733206175379	0.277404611442763
SEMA3G	ENSG00000010319	5.37487298776058	2.24303061393047	0.929391179771481	2.41344082314402	0.0158026938115128	0.0960180574239736
NISCH	ENSG00000010322	4545.06449376313	0.270123258363913	0.20824403904957	1.29714761390895	0.19458040141615	0.41639626938311
STAB1	ENSG00000010327	31344.494039674	0.0855342252766805	0.267718846459084	0.319492730556617	0.749352902957169	0.874910277443833
FUZ	ENSG00000010361	208.038047121271	-0.355996006267268	0.174362681721708	-2.04169838839401	0.0411814587380387	0.170467845766453
SLC6A13	ENSG00000010379	5.15627534408036	1.12289108312356	0.576831663940043	1.94665298963247	0.0515763511661571	0.194805119798477
IDS	ENSG00000010404	2809.26170541355	0.111275043842009	0.229053545174215	0.485803630576314	0.627106399954087	0.796503573922553
